id,일자리,이윤(억),탄소,거주성,저렴한집(%),오픈(%),일자리점,이윤점,탄소점,거주성점,저렴한집점,구간합,RFP감점,RFP통과,RFP미달,지표합
S0001,1710,79.8,25.4,93,55.0,23.0,6,8,4,8,10,36,0,1,,36
S0002,2328,107.5,15.3,96,45.0,29.1,8,10,6,10,10,44,0,1,,44
S0003,1972,114.7,18.6,88,30.0,19.4,6,10,6,8,6,36,0,1,,36
S0004,1216,10.3,12.9,85,50.0,5.1,2,4,8,6,10,30,6,0,jobs|openSpace,24
S0005,1796,100.1,19.2,82,10.0,17.3,6,10,6,6,2,30,0,1,,30
S0006,1498,45.6,17.1,92,65.0,18.9,4,6,6,8,10,34,0,1,,34
S0007,2722,113.9,17.8,89,20.0,27.0,8,10,6,8,4,36,0,1,,36
S0008,2180,88.1,26.3,87,60.0,13.8,6,8,4,6,10,34,0,1,,34
S0009,2113,109.0,17.2,86,15.0,24.5,6,10,6,6,4,32,0,1,,32
S0010,1638,31.3,4.8,96,35.0,26.5,4,6,10,10,8,38,0,1,,38
S0011,1680,97.3,23.8,69,15.0,7.7,4,8,4,0,4,20,6,0,openSpace|livability,14
S0012,2036,94.3,19.9,88,35.0,19.9,6,8,6,8,8,36,0,1,,36
S0013,3408,126.8,30.4,68,5.0,11.2,10,10,2,0,0,22,6,0,affordable|livability,16
S0014,2952,136.1,33.5,74,0.0,17.3,10,10,2,2,0,24,3,0,affordable,21
S0015,2330,110.0,27.0,89,80.0,18.4,8,10,4,8,10,40,0,1,,40
S0016,2500,90.3,22.2,94,60.0,17.9,8,8,4,8,10,38,0,1,,38
S0017,1643,84.7,16.2,80,10.0,12.8,4,8,6,6,2,26,0,1,,26
S0018,1880,11.2,1.4,100,90.0,28.1,6,4,10,10,10,40,0,1,,40
S0019,1640,43.5,13.3,77,80.0,3.1,4,6,8,4,10,32,3,0,openSpace,29
S0020,2794,130.3,27.6,79,65.0,8.2,8,10,4,4,10,36,3,0,openSpace,33
S0021,1426,93.4,22.4,79,100.0,7.7,4,8,4,4,10,30,3,0,openSpace,27
S0022,1832,69.9,16.6,97,80.0,24.5,6,8,6,10,10,40,0,1,,40
S0023,1996,38.5,2.3,100,95.0,26.0,6,6,10,10,10,42,0,1,,42
S0024,2072,78.7,23.7,89,65.0,14.3,6,8,4,8,10,36,0,1,,36
S0025,2630,121.3,30.4,87,75.0,13.8,8,10,2,6,10,36,0,1,,36
S0026,2992,120.4,20.0,97,55.0,24.5,10,10,6,10,10,46,0,1,,46
S0027,2974,154.9,32.8,86,40.0,14.3,10,10,2,6,8,36,0,1,,36
S0028,2246,82.1,15.8,97,70.0,27.6,8,8,6,10,10,42,0,1,,42
S0029,1868,82.8,20.0,92,45.0,18.9,6,8,6,8,10,38,0,1,,38
S0030,1600,79.5,25.7,76,65.0,5.1,4,8,4,4,10,30,3,0,openSpace,27
S0031,2106,73.0,18.1,96,80.0,25.0,6,8,6,10,10,40,0,1,,40
S0032,2008,115.3,21.1,79,15.0,13.8,6,10,6,4,4,30,0,1,,30
S0033,2492,99.9,18.0,90,25.0,27.0,8,8,6,8,6,36,0,1,,36
S0034,1790,59.5,9.9,90,10.0,35.7,6,6,8,8,2,30,0,1,,30
S0035,1846,107.0,22.7,58,5.0,3.6,6,10,4,0,0,20,9,0,affordable|openSpace|livability,11
S0036,1647,77.8,11.8,100,65.0,26.0,4,8,8,10,10,40,0,1,,40
S0037,1780,79.0,17.0,82,5.0,21.4,6,8,6,6,0,26,3,0,affordable,23
S0038,2178,115.1,14.0,100,45.0,24.0,6,10,8,10,10,44,0,1,,44
S0039,2984,136.9,30.1,66,15.0,5.6,10,10,2,0,4,26,6,0,openSpace|livability,20
S0040,2034,73.2,16.9,97,65.0,26.0,6,8,6,10,10,40,0,1,,40
S0041,1588,45.9,27.8,87,25.0,38.8,4,6,4,6,6,26,0,1,,26
S0042,2350,101.1,25.4,87,80.0,12.8,8,10,4,6,10,38,0,1,,38
S0043,1738,95.1,20.6,83,25.0,13.8,6,8,6,6,6,32,0,1,,32
S0044,1378,20.9,26.6,93,80.0,28.6,4,4,4,8,10,30,0,1,,30
S0045,2060,112.3,12.3,95,25.0,23.0,6,10,8,10,6,40,0,1,,40
S0046,1832,89.3,14.2,96,30.0,27.0,6,8,8,10,6,38,0,1,,38
S0047,2304,86.2,13.2,100,80.0,31.1,8,8,8,10,10,44,0,1,,44
S0048,1826,81.2,20.3,90,60.0,14.8,6,8,6,8,10,38,0,1,,38
S0049,1122,1.7,2.3,91,15.0,29.6,2,2,10,8,4,26,3,0,jobs,23
S0050,2095,114.6,13.0,91,15.0,27.6,6,10,8,8,4,36,0,1,,36
S0051,2200,114.3,23.2,82,20.0,12.8,8,10,4,6,4,32,0,1,,32
S0052,1864,91.6,22.8,90,45.0,13.3,6,8,4,8,10,36,0,1,,36
S0053,3128,138.3,25.2,89,60.0,16.3,10,10,4,8,10,42,0,1,,42
S0054,1760,75.9,14.3,100,55.0,28.1,6,8,8,10,10,42,0,1,,42
S0055,1816,120.2,20.7,79,10.0,12.2,6,10,6,4,2,28,0,1,,28
S0056,1414,116.0,20.8,76,10.0,10.7,4,10,6,4,2,26,0,1,,26
S0057,2178,121.2,27.1,76,95.0,6.1,6,10,4,4,10,34,3,0,openSpace,31
S0058,1696,75.9,23.5,93,50.0,16.3,4,8,4,8,10,34,0,1,,34
S0059,2878,91.3,17.4,96,55.0,31.6,10,8,6,10,10,44,0,1,,44
S0060,2124,123.2,19.0,92,45.0,18.4,6,10,6,8,10,40,0,1,,40
S0061,2410,106.8,27.6,90,65.0,19.9,8,10,4,8,10,40,0,1,,40
S0062,1728,84.0,13.3,96,30.0,26.5,6,8,8,10,6,38,0,1,,38
S0063,1896,134.2,22.2,90,75.0,14.3,6,10,4,8,10,38,0,1,,38
S0064,1736,7.3,1.3,100,70.0,27.6,6,2,10,10,10,38,0,1,,38
S0065,1594,83.2,26.5,78,0.0,29.6,4,8,4,4,0,20,3,0,affordable,17
S0066,2668,98.0,11.1,86,40.0,8.7,8,8,8,6,8,38,3,0,openSpace,35
S0067,2728,100.7,20.2,97,70.0,24.0,8,10,6,10,10,44,0,1,,44
S0068,1208,28.6,4.6,100,65.0,39.3,2,4,10,10,10,36,3,0,jobs,33
S0069,2000,80.6,27.5,93,60.0,20.4,6,8,4,8,10,36,0,1,,36
S0070,3450,159.9,31.3,75,5.0,18.4,10,10,2,4,0,26,3,0,affordable,23
S0071,2572,140.0,25.0,78,30.0,11.7,8,10,4,4,6,32,0,1,,32
S0072,1750,48.6,25.7,87,30.0,29.1,6,6,4,6,6,28,0,1,,28
S0073,2824,106.1,26.2,87,45.0,13.3,10,10,4,6,10,40,0,1,,40
S0074,2526,144.5,30.1,90,80.0,19.4,8,10,2,8,10,38,0,1,,38
S0075,3128,179.6,26.3,70,20.0,7.7,10,10,4,2,4,30,3,0,openSpace,27
S0076,2100,94.1,16.2,96,70.0,28.1,6,8,6,10,10,40,0,1,,40
S0077,2682,126.8,26.3,82,40.0,11.7,8,10,4,6,8,36,0,1,,36
S0078,2020,84.9,10.1,91,15.0,35.7,6,8,8,8,4,34,0,1,,34
S0079,2006,83.2,9.3,100,45.0,37.8,6,8,8,10,10,42,0,1,,42
S0080,3088,147.6,28.6,80,90.0,8.7,10,10,4,6,10,40,3,0,openSpace,37
S0081,2206,116.7,16.7,93,60.0,17.3,8,10,6,8,10,42,0,1,,42
S0082,2168,118.0,19.9,93,50.0,15.3,6,10,6,8,10,40,0,1,,40
S0083,2760,96.9,28.0,89,35.0,21.4,8,8,4,8,8,36,0,1,,36
S0084,2004,83.8,18.3,96,65.0,20.9,6,8,6,10,10,40,0,1,,40
S0085,2182,31.1,0.0,100,40.0,30.6,6,6,10,10,8,40,0,1,,40
S0086,2076,72.8,18.9,96,85.0,22.4,6,8,6,10,10,40,0,1,,40
S0087,1612,47.3,3.2,100,65.0,47.4,4,6,10,10,10,40,0,1,,40
S0088,1204,-41.8,2.2,100,90.0,27.0,2,0,10,10,10,32,6,0,jobs|profit,26
S0089,1960,44.5,11.5,96,50.0,16.8,6,6,8,10,10,40,0,1,,40
S0090,2378,122.1,26.6,73,20.0,8.7,8,10,4,2,4,28,3,0,openSpace,25
S0091,2828,146.7,26.7,78,30.0,11.2,10,10,4,4,6,34,0,1,,34
S0092,3024,123.3,28.2,82,30.0,13.3,10,10,4,6,6,36,0,1,,36
S0093,2224,87.1,18.8,97,65.0,23.5,8,8,6,10,10,42,0,1,,42
S0094,1672,64.7,12.0,85,5.0,32.1,4,8,8,6,0,26,3,0,affordable,23
S0095,1500,121.7,23.0,76,30.0,5.6,4,10,4,4,6,28,3,0,openSpace,25
S0096,2304,84.3,24.7,87,85.0,10.7,8,8,4,6,10,36,0,1,,36
S0097,1156,54.5,19.4,89,85.0,12.2,2,6,6,8,10,32,3,0,jobs,29
S0098,2594,136.1,27.1,72,15.0,10.7,8,10,4,2,4,28,0,1,,28
S0099,2600,137.4,31.9,69,20.0,6.1,8,10,2,0,4,24,6,0,openSpace|livability,18
S0100,2070,91.4,22.2,96,70.0,25.5,6,8,4,10,10,38,0,1,,38
S0101,2493,138.4,23.0,82,10.0,16.3,8,10,4,6,2,30,0,1,,30
S0102,2342,135.9,20.7,92,95.0,16.8,8,10,6,8,10,42,0,1,,42
S0103,2110,69.0,19.0,96,100.0,23.0,6,8,6,10,10,40,0,1,,40
S0104,1718,71.0,11.1,100,85.0,31.6,6,8,8,10,10,42,0,1,,42
S0105,1764,89.3,16.5,92,70.0,17.3,6,8,6,8,10,38,0,1,,38
S0106,1806,69.6,12.2,100,55.0,30.1,6,8,8,10,10,42,0,1,,42
S0107,2368,108.4,17.5,96,75.0,27.0,8,10,6,10,10,44,0,1,,44
S0108,968,32.9,8.7,100,50.0,29.1,0,6,8,10,10,34,3,0,jobs,31
S0109,2800,143.5,28.1,73,20.0,8.2,10,10,4,2,4,30,3,0,openSpace,27
S0110,2220,118.0,27.7,93,50.0,23.5,8,10,4,8,10,40,0,1,,40
S0111,1820,100.4,23.1,79,10.0,12.2,6,10,4,4,2,26,0,1,,26
S0112,1934,91.4,19.7,93,65.0,18.4,6,8,6,8,10,38,0,1,,38
S0113,2475,109.5,19.1,92,35.0,25.5,8,10,6,8,8,40,0,1,,40
S0114,2202,86.6,14.8,100,75.0,29.6,8,8,8,10,10,44,0,1,,44
S0115,1702,19.9,4.4,100,75.0,27.0,6,4,10,10,10,40,0,1,,40
S0116,2212,118.2,24.9,82,60.0,9.2,8,10,4,6,10,38,3,0,openSpace,35
S0117,2914,138.7,23.3,89,50.0,13.3,10,10,4,8,10,42,0,1,,42
S0118,890,65.5,20.0,85,25.0,15.3,0,8,6,6,6,26,3,0,jobs,23
S0119,1816,122.8,22.0,70,10.0,7.1,6,10,6,2,2,26,3,0,openSpace,23
S0120,2285,91.9,20.0,96,55.0,21.4,8,8,6,10,10,42,0,1,,42
S0121,2828,116.4,16.1,97,95.0,30.6,10,10,6,10,10,46,0,1,,46
S0122,1966,89.3,15.9,96,75.0,22.4,6,8,6,10,10,40,0,1,,40
S0123,3376,122.0,36.6,76,80.0,6.1,10,10,0,4,10,34,6,0,openSpace|carbon,28
S0124,1404,12.2,11.2,100,100.0,31.1,4,4,8,10,10,36,0,1,,36
S0125,1328,59.5,12.7,85,5.0,29.1,4,6,8,6,0,24,3,0,affordable,21
S0126,2332,116.1,17.7,89,20.0,25.0,8,10,6,8,4,36,0,1,,36
S0127,1388,-19.0,0.2,100,90.0,31.6,4,0,10,10,10,34,3,0,profit,31
S0128,2269,135.8,29.5,76,10.0,12.2,8,10,4,4,2,28,0,1,,28
S0129,2495,97.5,20.6,96,55.0,20.4,8,8,6,10,10,42,0,1,,42
S0130,2840,79.3,16.1,97,60.0,35.7,10,8,6,10,10,44,0,1,,44
S0131,1888,63.0,6.1,92,30.0,16.8,6,8,10,8,6,38,0,1,,38
S0132,2390,145.8,29.2,69,20.0,6.1,8,10,4,0,4,26,6,0,openSpace|livability,20
S0133,1612,44.4,13.1,100,55.0,29.6,4,6,8,10,10,38,0,1,,38
S0134,1352,34.8,12.3,100,60.0,30.1,4,6,8,10,10,38,0,1,,38
S0135,2398,102.2,29.7,93,55.0,23.5,8,10,4,8,10,40,0,1,,40
S0136,2080,84.0,21.6,92,80.0,17.9,6,8,6,8,10,38,0,1,,38
S0137,932,45.7,8.1,93,30.0,32.1,0,6,8,8,6,28,3,0,jobs,25
S0138,2372,97.2,32.9,79,20.0,12.2,8,8,2,4,4,26,0,1,,26
S0139,3382,156.2,32.9,67,35.0,4.1,10,10,2,0,8,30,6,0,openSpace|livability,24
S0140,1725,0.1,2.2,82,30.0,11.7,6,2,10,6,6,30,0,1,,30
S0141,1198,51.8,11.9,100,55.0,26.5,2,6,8,10,10,36,3,0,jobs,33
S0142,2260,84.7,14.7,90,10.0,33.2,8,8,8,8,2,34,0,1,,34
S0143,2992,105.8,32.5,93,65.0,27.6,10,10,2,8,10,40,0,1,,40
S0144,2458,110.9,20.7,89,55.0,13.8,8,10,6,8,10,42,0,1,,42
S0145,1902,65.4,22.1,92,95.0,16.8,6,8,4,8,10,36,0,1,,36
S0146,2062,111.9,22.2,82,35.0,11.7,6,10,4,6,8,34,0,1,,34
S0147,3048,163.1,25.4,87,50.0,13.8,10,10,4,6,10,40,0,1,,40
S0148,1650,93.7,20.3,88,30.0,15.3,4,8,6,8,6,32,0,1,,32
S0149,2716,131.1,26.3,72,0.0,12.2,8,10,4,2,0,24,3,0,affordable,21
S0150,1662,78.9,27.9,78,0.0,32.7,4,8,4,4,0,20,3,0,affordable,17
S0151,2376,97.5,30.8,76,80.0,6.1,8,8,2,4,10,32,3,0,openSpace,29
S0152,1420,-0.4,20.9,96,90.0,39.8,4,0,6,10,10,30,3,0,profit,27
S0153,2166,111.5,28.6,76,65.0,6.1,6,10,4,4,10,34,3,0,openSpace,31
S0154,1352,7.4,0.9,100,50.0,29.6,4,2,10,10,10,36,0,1,,36
S0155,2314,70.6,15.2,98,50.0,28.6,8,8,6,10,10,42,0,1,,42
S0156,2198,70.2,11.7,89,60.0,11.2,6,8,8,8,10,40,0,1,,40
S0157,2798,78.5,27.2,93,100.0,23.0,8,8,4,8,10,38,0,1,,38
S0158,3384,149.2,30.6,79,100.0,8.2,10,10,2,4,10,36,3,0,openSpace,33
S0159,1526,43.8,9.0,100,100.0,35.2,4,6,8,10,10,38,0,1,,38
S0160,2164,87.7,18.1,96,45.0,25.0,6,8,6,10,10,40,0,1,,40
S0161,1308,56.5,11.1,100,60.0,31.6,4,6,8,10,10,38,0,1,,38
S0162,1350,41.7,21.4,93,30.0,32.1,4,6,6,8,6,30,0,1,,30
S0163,2440,65.7,12.8,86,5.0,38.3,8,8,8,6,0,30,3,0,affordable,27
S0164,1474,113.1,16.5,82,10.0,18.4,4,10,6,6,2,28,0,1,,28
S0165,2404,83.4,31.9,83,10.0,25.5,8,8,2,6,2,26,0,1,,26
S0166,1196,67.8,15.5,74,5.0,14.8,2,8,6,2,0,18,6,0,jobs|affordable,12
S0167,1794,26.5,0.0,100,70.0,27.0,6,4,10,10,10,40,0,1,,40
S0168,2066,72.3,22.3,92,85.0,17.3,6,8,4,8,10,36,0,1,,36
S0169,2252,128.9,29.7,71,0.0,12.2,8,10,4,2,0,24,3,0,affordable,21
S0170,2396,123.9,16.1,81,5.0,25.0,8,10,6,6,0,30,3,0,affordable,27
S0171,2170,81.1,26.1,86,95.0,13.8,6,8,4,6,10,34,0,1,,34
S0172,1940,89.6,15.2,86,15.0,23.0,6,8,6,6,4,30,0,1,,30
S0173,2256,113.5,26.8,76,65.0,7.1,8,10,4,4,10,36,3,0,openSpace,33
S0174,1812,51.0,9.1,86,75.0,9.2,6,6,8,6,10,36,3,0,openSpace,33
S0175,1892,105.0,17.1,93,40.0,19.4,6,10,6,8,8,38,0,1,,38
S0176,1622,92.0,19.1,92,60.0,16.8,4,8,6,8,10,36,0,1,,36
S0177,2016,45.0,20.9,93,70.0,18.9,6,6,6,8,10,36,0,1,,36
S0178,3116,150.4,29.5,79,70.0,9.7,10,10,4,4,10,38,3,0,openSpace,35
S0179,1580,53.6,14.2,96,35.0,28.1,4,6,8,10,8,36,0,1,,36
S0180,3222,141.3,32.9,90,80.0,17.3,10,10,2,8,10,40,0,1,,40
S0181,2102,122.1,20.4,83,10.0,16.8,6,10,6,6,2,30,0,1,,30
S0182,3136,136.8,16.4,96,45.0,31.6,10,10,6,10,10,46,0,1,,46
S0183,1406,65.5,26.7,93,65.0,21.4,4,8,4,8,10,34,0,1,,34
S0184,2164,81.6,17.1,96,90.0,20.9,6,8,6,10,10,40,0,1,,40
S0185,2248,88.5,17.0,97,60.0,26.5,8,8,6,10,10,42,0,1,,42
S0186,1340,65.0,19.5,93,50.0,15.3,4,8,6,8,10,36,0,1,,36
S0187,2030,100.3,27.7,76,85.0,5.1,6,10,4,4,10,34,3,0,openSpace,31
S0188,1276,120.2,23.6,69,35.0,3.1,2,10,4,0,8,24,9,0,jobs|openSpace|livability,15
S0189,1020,56.2,12.3,86,5.0,20.4,2,6,8,6,0,22,6,0,jobs|affordable,16
S0190,1757,-21.0,0.0,96,60.0,16.3,6,0,10,10,10,36,3,0,profit,33
S0191,2784,133.1,28.6,79,70.0,8.2,8,10,4,4,10,36,3,0,openSpace,33
S0192,2220,121.6,22.5,92,45.0,17.9,8,10,4,8,10,40,0,1,,40
S0193,1664,60.1,21.8,93,50.0,15.8,4,8,6,8,10,36,0,1,,36
S0194,1596,59.3,11.9,68,0.0,5.1,4,6,8,0,0,18,9,0,affordable|openSpace|livability,9
S0195,2270,123.0,25.6,77,75.0,7.7,8,10,4,4,10,36,3,0,openSpace,33
S0196,1546,66.3,16.2,81,0.0,22.4,4,8,6,6,0,24,3,0,affordable,21
S0197,3760,143.6,34.0,77,70.0,7.7,10,10,2,4,10,36,3,0,openSpace,33
S0198,2150,94.5,18.4,82,0.0,23.0,6,8,6,6,0,26,3,0,affordable,23
S0199,1958,70.5,20.5,93,85.0,18.9,6,8,6,8,10,38,0,1,,38
S0200,2490,94.3,13.3,97,35.0,33.2,8,8,8,10,8,42,0,1,,42
S0201,2616,142.5,27.9,70,70.0,4.6,8,10,4,2,10,34,3,0,openSpace,31
S0202,1880,48.1,24.9,97,80.0,27.6,6,6,4,10,10,36,0,1,,36
S0203,1870,74.5,16.9,82,85.0,9.2,6,8,6,6,10,36,3,0,openSpace,33
S0204,1730,34.8,14.7,100,100.0,28.1,6,6,8,10,10,40,0,1,,40
S0205,2160,18.5,10.1,93,75.0,13.8,6,4,8,8,10,36,0,1,,36
S0206,2158,82.9,17.0,93,100.0,18.9,6,8,6,8,10,38,0,1,,38
S0207,2095,66.5,17.6,96,95.0,23.5,6,8,6,10,10,40,0,1,,40
S0208,2810,105.7,20.3,89,20.0,25.5,10,10,6,8,4,38,0,1,,38
S0209,1124,12.4,3.6,93,20.0,23.5,2,4,10,8,4,28,3,0,jobs,25
S0210,2310,106.0,27.5,93,45.0,35.7,8,10,4,8,10,40,0,1,,40
S0211,2080,67.5,8.9,89,25.0,17.9,6,8,8,8,6,36,0,1,,36
S0212,2311,105.5,28.6,76,100.0,5.6,8,10,4,4,10,36,3,0,openSpace,33
S0213,1654,58.9,16.4,96,95.0,21.4,4,6,6,10,10,36,0,1,,36
S0214,2324,104.8,20.0,92,55.0,18.4,8,10,6,8,10,42,0,1,,42
S0215,1873,68.2,15.3,97,55.0,27.0,6,8,6,10,10,40,0,1,,40
S0216,1840,106.4,24.9,80,65.0,5.1,6,10,4,6,10,36,3,0,openSpace,33
S0217,1860,93.9,20.4,73,55.0,4.6,6,8,6,2,10,32,3,0,openSpace,29
S0218,3500,171.0,25.7,90,60.0,15.3,10,10,4,8,10,42,0,1,,42
S0219,1714,40.5,4.6,96,30.0,23.5,6,6,10,10,6,38,0,1,,38
S0220,2275,98.7,14.1,90,10.0,31.6,8,8,8,8,2,34,0,1,,34
S0221,1836,67.3,28.0,93,60.0,31.6,6,8,4,8,10,36,0,1,,36
S0222,1564,64.4,26.2,93,40.0,29.6,4,8,4,8,8,32,0,1,,32
S0223,860,29.4,10.3,100,65.0,23.0,0,4,8,10,10,32,3,0,jobs,29
S0224,2410,126.4,18.9,96,90.0,22.4,8,10,6,10,10,44,0,1,,44
S0225,2742,121.0,21.6,86,10.0,21.9,8,10,6,6,2,32,0,1,,32
S0226,3796,183.4,35.9,82,60.0,11.2,10,10,0,6,10,36,3,0,carbon,33
S0227,2146,80.3,24.8,83,95.0,9.7,6,8,4,6,10,34,3,0,openSpace,31
S0228,2640,118.0,19.0,97,55.0,23.0,8,10,6,10,10,44,0,1,,44
S0229,2950,80.6,29.9,83,10.0,35.2,10,8,4,6,2,30,0,1,,30
S0230,1614,73.3,15.6,96,55.0,23.5,4,8,6,10,10,38,0,1,,38
S0231,2319,105.7,9.3,94,25.0,37.2,8,10,8,8,6,40,0,1,,40
S0232,2916,138.1,24.9,93,50.0,17.3,10,10,4,8,10,42,0,1,,42
S0233,2204,88.9,18.2,97,70.0,20.9,8,8,6,10,10,42,0,1,,42
S0234,2990,112.6,29.6,90,70.0,16.8,10,10,4,8,10,42,0,1,,42
S0235,2050,82.8,19.3,97,80.0,20.4,6,8,6,10,10,40,0,1,,40
S0236,2846,118.7,20.7,87,15.0,22.4,10,10,6,6,4,36,0,1,,36
S0237,2464,102.1,27.2,82,55.0,10.7,8,10,4,6,10,38,0,1,,38
S0238,1346,35.4,8.9,94,20.0,37.8,4,6,8,8,4,30,0,1,,30
S0239,1222,54.6,19.6,85,35.0,13.3,2,6,6,6,8,28,3,0,jobs,25
S0240,1916,110.2,20.7,83,15.0,16.8,6,10,6,6,4,32,0,1,,32
S0241,2666,114.5,21.8,92,40.0,19.9,8,10,6,8,8,40,0,1,,40
S0242,1056,58.6,7.0,85,5.0,27.6,2,6,10,6,0,24,6,0,jobs|affordable,18
S0243,1180,76.4,19.9,80,10.0,12.2,2,8,6,6,2,24,3,0,jobs,21
S0244,1668,77.2,21.5,85,90.0,11.2,4,8,6,6,10,34,0,1,,34
S0245,1710,71.8,11.9,90,15.0,28.1,6,8,8,8,4,34,0,1,,34
S0246,2572,118.3,22.8,93,65.0,16.8,8,10,4,8,10,40,0,1,,40
S0247,2053,119.0,22.7,78,25.0,10.7,6,10,4,4,6,30,0,1,,30
S0248,2524,112.4,26.4,70,70.0,3.1,8,10,4,2,10,34,3,0,openSpace,31
S0249,2136,100.2,15.9,96,75.0,25.0,6,10,6,10,10,42,0,1,,42
