id,일자리,이윤(억),탄소,거주성,저렴한집(%),오픈(%),일자리점,이윤점,탄소점,거주성점,저렴한집점,구간합,RFP감점,RFP통과,RFP미달,지표합
S0747,1962,93.6,16.3,97,40.0,24.5,6,8,6,10,8,38,0,1,,38
S0748,1230,31.2,18.8,92,70.0,19.9,2,6,6,8,10,32,3,0,jobs,29
S0749,1950,89.4,24.1,86,55.0,10.2,6,8,4,6,10,34,0,1,,34
S0750,1312,78.7,14.3,96,55.0,17.9,4,8,8,10,10,40,0,1,,40
S0751,2036,62.6,16.8,85,60.0,11.2,6,8,6,6,10,36,0,1,,36
S0752,2132,128.5,26.1,70,40.0,4.1,6,10,4,2,8,30,3,0,openSpace,27
S0753,2544,69.4,28.1,94,100.0,26.0,8,8,4,8,10,38,0,1,,38
S0754,1812,78.9,17.0,90,25.0,21.9,6,8,6,8,6,34,0,1,,34
S0755,1918,89.8,13.0,100,75.0,31.6,6,8,8,10,10,42,0,1,,42
S0756,2248,98.7,20.9,82,10.0,17.3,8,8,6,6,2,30,0,1,,30
S0757,1942,53.9,23.0,92,70.0,16.8,6,6,4,8,10,34,0,1,,34
S0758,1846,94.6,22.3,89,40.0,14.8,6,8,4,8,8,34,0,1,,34
S0759,1844,45.7,12.9,100,40.0,33.7,6,6,8,10,8,38,0,1,,38
S0760,1501,88.7,12.6,91,10.0,25.0,4,8,8,8,2,30,0,1,,30
S0761,2061,66.3,8.1,100,50.0,27.0,6,8,8,10,10,42,0,1,,42
S0762,2670,117.0,31.4,76,55.0,5.1,8,10,2,4,10,34,3,0,openSpace,31
S0763,1292,47.2,16.3,93,100.0,19.4,2,6,6,8,10,32,3,0,jobs,29
S0764,1788,52.6,29.2,89,95.0,18.4,6,6,4,8,10,34,0,1,,34
S0765,1544,48.5,11.7,100,90.0,28.6,4,6,8,10,10,38,0,1,,38
S0766,1944,57.4,5.0,100,40.0,23.5,6,6,10,10,8,40,0,1,,40
S0767,2390,98.7,23.6,86,65.0,10.2,8,8,4,6,10,36,0,1,,36
S0768,1884,63.2,14.8,94,25.0,28.6,6,8,8,8,6,36,0,1,,36
S0769,3052,151.9,32.6,77,15.0,12.2,10,10,2,4,4,30,0,1,,30
S0770,2576,87.8,16.9,81,0.0,32.7,8,8,6,6,0,28,3,0,affordable,25
S0771,1930,92.9,25.4,75,5.0,15.3,6,8,4,4,0,22,3,0,affordable,19
S0772,2078,79.8,19.4,96,75.0,21.4,6,8,6,10,10,40,0,1,,40
S0773,2170,74.3,14.5,100,45.0,32.1,6,8,8,10,10,42,0,1,,42
S0774,1940,74.0,24.3,96,40.0,23.0,6,8,4,10,8,36,0,1,,36
S0775,1932,81.2,14.2,78,40.0,4.1,6,8,8,4,8,34,3,0,openSpace,31
S0776,1776,137.7,23.3,70,35.0,3.6,6,10,4,2,8,30,3,0,openSpace,27
S0777,1706,102.3,18.9,89,50.0,14.8,6,10,6,8,10,40,0,1,,40
S0778,2030,59.5,16.4,96,50.0,27.6,6,6,6,10,10,38,0,1,,38
S0779,1788,66.2,23.0,89,85.0,14.8,6,8,4,8,10,36,0,1,,36
S0780,1740,37.9,12.7,100,65.0,30.6,6,6,8,10,10,40,0,1,,40
S0781,1752,90.0,25.3,76,85.0,6.6,6,8,4,4,10,32,3,0,openSpace,29
S0782,1386,39.9,16.8,86,40.0,11.2,4,6,6,6,8,30,0,1,,30
S0783,2550,79.3,18.1,97,50.0,27.6,8,8,6,10,10,42,0,1,,42
S0784,2378,137.2,25.5,79,70.0,8.7,8,10,4,4,10,36,3,0,openSpace,33
S0785,2130,112.0,29.7,89,80.0,17.3,6,10,4,8,10,38,0,1,,38
S0786,2848,95.1,18.9,96,95.0,26.5,10,8,6,10,10,44,0,1,,44
S0787,2000,30.9,10.3,82,35.0,9.2,6,6,8,6,8,34,3,0,openSpace,31
S0788,1258,57.4,14.6,100,70.0,24.0,2,6,8,10,10,36,3,0,jobs,33
S0789,2270,73.2,25.0,86,25.0,29.1,8,8,4,6,6,32,0,1,,32
S0790,1910,77.4,16.0,97,85.0,20.4,6,8,6,10,10,40,0,1,,40
S0791,1972,9.9,0.0,86,25.0,13.3,6,2,10,6,6,30,0,1,,30
S0792,2476,121.6,31.5,86,30.0,16.3,8,10,2,6,6,32,0,1,,32
S0793,2101,74.9,7.5,90,15.0,23.0,6,8,10,8,4,36,0,1,,36
S0794,2344,94.3,26.5,80,65.0,8.2,8,8,4,6,10,36,3,0,openSpace,33
S0795,2484,125.2,29.5,86,20.0,24.5,8,10,4,6,4,32,0,1,,32
S0796,2464,113.2,21.0,93,30.0,20.9,8,10,6,8,6,38,0,1,,38
S0797,2740,118.2,30.9,72,15.0,10.7,8,10,2,2,4,26,0,1,,26
S0798,1310,4.6,10.3,100,80.0,35.7,4,2,8,10,10,34,0,1,,34
S0799,1683,82.1,12.9,94,25.0,28.1,4,8,8,8,6,34,0,1,,34
S0800,1292,34.9,14.6,89,80.0,11.7,2,6,8,8,10,34,3,0,jobs,31
S0801,1931,99.5,24.8,76,35.0,7.7,6,8,4,4,8,30,3,0,openSpace,27
S0802,2184,99.5,18.3,96,50.0,21.9,6,8,6,10,10,40,0,1,,40
S0803,2766,114.1,29.2,71,40.0,4.6,8,10,4,2,8,32,3,0,openSpace,29
S0804,1683,51.3,16.6,92,30.0,25.0,4,6,6,8,6,30,0,1,,30
S0805,2380,109.4,29.5,86,80.0,12.2,8,10,4,6,10,38,0,1,,38
S0806,1728,27.5,0.0,100,75.0,39.3,6,4,10,10,10,40,0,1,,40
S0807,2468,125.1,27.7,75,30.0,8.7,8,10,4,4,6,32,3,0,openSpace,29
S0808,1802,108.1,19.7,79,15.0,14.3,6,10,6,4,4,30,0,1,,30
S0809,2038,64.7,15.6,73,55.0,3.6,6,8,6,2,10,32,3,0,openSpace,29
S0810,2757,162.6,26.7,89,65.0,18.4,8,10,4,8,10,40,0,1,,40
S0811,2820,111.4,32.6,90,65.0,18.4,10,10,2,8,10,40,0,1,,40
S0812,1674,52.7,11.8,93,25.0,31.1,4,6,8,8,6,32,0,1,,32
S0813,2016,100.6,19.7,85,20.0,17.3,6,10,6,6,4,32,0,1,,32
S0814,1240,28.3,9.4,100,75.0,23.0,2,4,8,10,10,34,3,0,jobs,31
S0815,2020,75.9,19.1,89,20.0,20.9,6,8,6,8,4,32,0,1,,32
S0816,2060,67.8,9.1,96,50.0,16.3,6,8,8,10,10,42,0,1,,42
S0817,2488,112.0,26.1,83,45.0,11.2,8,10,4,6,10,38,0,1,,38
S0818,2038,69.0,10.1,100,75.0,36.7,6,8,8,10,10,42,0,1,,42
S0819,1768,82.0,11.9,100,55.0,31.6,6,8,8,10,10,42,0,1,,42
S0820,2396,142.3,23.1,92,45.0,15.3,8,10,4,8,10,40,0,1,,40
S0821,1420,52.3,14.6,83,55.0,5.1,4,6,8,6,10,34,3,0,openSpace,31
S0822,1976,78.2,18.5,86,10.0,25.0,6,8,6,6,2,28,0,1,,28
S0823,1360,53.2,12.7,100,75.0,23.5,4,6,8,10,10,38,0,1,,38
S0824,2484,88.0,20.0,96,80.0,23.5,8,8,6,10,10,42,0,1,,42
S0825,2138,46.6,20.7,96,75.0,21.4,6,6,6,10,10,38,0,1,,38
S0826,1706,49.5,6.1,82,0.0,17.3,6,6,10,6,0,28,3,0,affordable,25
S0827,1644,84.8,27.9,80,10.0,19.4,4,8,4,6,2,24,0,1,,24
S0828,2300,61.2,12.1,100,75.0,33.2,8,8,8,10,10,44,0,1,,44
S0829,1456,5.5,3.2,100,90.0,22.4,4,2,10,10,10,36,0,1,,36
S0830,1677,90.9,26.5,89,50.0,15.3,4,8,4,8,10,34,0,1,,34
S0831,2669,125.7,20.5,77,5.0,19.9,8,10,6,4,0,28,3,0,affordable,25
S0832,2870,142.2,29.5,83,20.0,15.3,10,10,4,6,4,34,0,1,,34
S0833,1260,87.6,26.2,75,30.0,10.7,2,8,4,4,6,24,3,0,jobs,21
S0834,2056,97.2,19.3,88,30.0,19.9,6,8,6,8,6,34,0,1,,34
S0835,2240,103.8,28.3,89,65.0,16.8,8,10,4,8,10,40,0,1,,40
S0836,2802,121.3,22.8,92,45.0,19.4,10,10,4,8,10,42,0,1,,42
S0837,2664,80.0,15.2,90,25.0,33.7,8,8,6,8,6,36,0,1,,36
S0838,1489,12.6,13.2,100,100.0,28.6,4,4,8,10,10,36,0,1,,36
S0839,1876,136.7,19.8,83,15.0,15.3,6,10,6,6,4,32,0,1,,32
S0840,2120,88.3,13.1,100,70.0,32.7,6,8,8,10,10,42,0,1,,42
S0841,1501,37.4,4.4,81,0.0,19.9,4,6,10,6,0,26,3,0,affordable,23
S0842,2634,125.8,25.6,75,20.0,10.7,8,10,4,4,4,30,0,1,,30
S0843,1160,52.0,6.7,94,25.0,23.0,2,6,10,8,6,32,3,0,jobs,29
S0844,2224,100.2,27.4,77,80.0,5.6,8,10,4,4,10,36,3,0,openSpace,33
S0845,2468,117.1,25.4,79,30.0,11.2,8,10,4,4,6,32,0,1,,32
S0846,2926,141.6,19.3,83,0.0,25.0,10,10,6,6,0,32,3,0,affordable,29
S0847,2740,151.7,26.6,69,20.0,7.7,8,10,4,0,4,26,6,0,openSpace|livability,20
S0848,1666,91.6,17.7,85,25.0,19.9,4,8,6,6,6,30,0,1,,30
S0849,2142,101.1,21.6,86,25.0,16.8,6,10,6,6,6,34,0,1,,34
S0850,2122,88.2,14.3,100,45.0,29.6,6,8,8,10,10,42,0,1,,42
S0851,2212,88.6,20.8,93,85.0,15.8,8,8,6,8,10,40,0,1,,40
S0852,2190,100.4,17.1,86,10.0,24.0,6,10,6,6,2,30,0,1,,30
S0853,1916,52.4,11.6,100,50.0,35.2,6,6,8,10,10,40,0,1,,40
S0854,2560,83.7,22.4,86,15.0,23.0,8,8,4,6,4,30,0,1,,30
S0855,2560,110.2,19.8,97,40.0,21.4,8,10,6,10,8,42,0,1,,42
S0856,3431,163.3,31.8,71,60.0,4.6,10,10,2,2,10,34,3,0,openSpace,31
S0857,2168,105.9,20.5,77,0.0,16.3,6,10,6,4,0,26,3,0,affordable,23
S0858,1832,82.0,26.6,86,20.0,32.7,6,8,4,6,4,28,0,1,,28
S0859,2570,126.7,15.5,81,5.0,25.5,8,10,6,6,0,30,3,0,affordable,27
S0860,1660,62.0,15.0,100,50.0,25.5,4,8,8,10,10,40,0,1,,40
S0861,2044,94.0,29.5,89,30.0,23.5,6,8,4,8,6,32,0,1,,32
S0862,1798,28.0,0.0,100,80.0,29.1,6,4,10,10,10,40,0,1,,40
S0863,2827,116.3,23.7,92,65.0,18.4,10,10,4,8,10,42,0,1,,42
S0864,2284,109.9,29.8,70,80.0,3.1,8,10,4,2,10,34,3,0,openSpace,31
S0865,1828,69.8,28.7,89,95.0,16.3,6,8,4,8,10,36,0,1,,36
S0866,2992,130.8,27.0,89,85.0,15.8,10,10,4,8,10,42,0,1,,42
S0867,1752,64.9,10.2,96,30.0,32.1,6,8,8,10,6,38,0,1,,38
S0868,2380,66.3,27.6,84,15.0,30.6,8,8,4,6,4,30,0,1,,30
S0869,2580,92.3,30.9,93,65.0,24.5,8,8,2,8,10,36,0,1,,36
S0870,1258,53.4,16.5,79,90.0,6.1,2,6,6,4,10,28,6,0,jobs|openSpace,22
S0871,2812,118.7,19.5,96,80.0,25.0,10,10,6,10,10,46,0,1,,46
S0872,2240,118.1,21.7,93,55.0,15.3,8,10,6,8,10,42,0,1,,42
S0873,1976,71.1,14.2,100,60.0,30.1,6,8,8,10,10,42,0,1,,42
S0874,1530,76.8,23.9,96,45.0,21.4,4,8,4,10,10,36,0,1,,36
S0875,1168,76.7,9.8,91,15.0,28.6,2,8,8,8,4,30,3,0,jobs,27
S0876,2534,67.7,19.0,96,65.0,28.6,8,8,6,10,10,42,0,1,,42
S0877,1840,61.8,19.9,93,85.0,17.9,6,8,6,8,10,38,0,1,,38
S0878,1756,92.0,20.8,82,25.0,14.8,6,8,6,6,6,32,0,1,,32
S0879,2150,115.3,18.3,89,25.0,23.0,6,10,6,8,6,36,0,1,,36
S0880,2058,89.9,17.9,75,25.0,8.2,6,8,6,4,6,30,3,0,openSpace,27
S0881,1824,20.1,7.9,83,80.0,6.6,6,4,10,6,10,36,3,0,openSpace,33
S0882,1804,54.2,6.3,100,50.0,23.5,6,6,10,10,10,42,0,1,,42
S0883,2309,74.7,14.6,100,70.0,27.6,8,8,8,10,10,44,0,1,,44
S0884,3161,129.3,31.1,89,100.0,18.4,10,10,2,8,10,40,0,1,,40
S0885,1690,85.0,23.2,74,0.0,12.8,4,8,4,2,0,18,3,0,affordable,15
S0886,2247,49.8,32.2,93,95.0,25.5,8,6,2,8,10,34,0,1,,34
S0887,1016,16.9,0.7,96,30.0,45.4,2,4,10,10,6,32,3,0,jobs,29
S0888,1940,41.1,12.6,90,45.0,10.2,6,6,8,8,10,38,0,1,,38
S0889,1978,11.1,4.7,83,65.0,6.1,6,4,10,6,10,36,3,0,openSpace,33
S0890,2855,126.8,27.4,76,10.0,13.3,10,10,4,4,2,30,0,1,,30
S0891,1958,98.5,17.6,96,40.0,21.4,6,8,6,10,8,38,0,1,,38
S0892,1986,74.6,16.6,90,20.0,27.6,6,8,6,8,4,32,0,1,,32
S0893,1424,72.2,11.8,90,15.0,28.1,4,8,8,8,4,32,0,1,,32
S0894,1602,109.3,18.1,79,10.0,14.3,4,10,6,4,2,26,0,1,,26
S0895,1728,55.0,11.6,100,65.0,29.1,6,6,8,10,10,40,0,1,,40
S0896,1598,62.4,23.5,85,95.0,11.2,4,8,4,6,10,32,0,1,,32
S0897,1270,47.6,11.3,100,60.0,28.1,2,6,8,10,10,36,3,0,jobs,33
S0898,1212,18.9,4.5,96,35.0,27.0,2,4,10,10,8,34,3,0,jobs,31
S0899,1520,69.8,17.1,92,100.0,15.3,4,8,6,8,10,36,0,1,,36
S0900,1970,85.7,23.8,88,15.0,23.0,6,8,4,8,4,30,0,1,,30
S0901,2522,81.2,19.4,96,65.0,21.9,8,8,6,10,10,42,0,1,,42
S0902,1142,58.0,12.2,85,5.0,24.5,2,6,8,6,0,22,6,0,jobs|affordable,16
S0903,2520,92.2,16.4,97,95.0,28.1,8,8,6,10,10,42,0,1,,42
S0904,1930,47.1,12.3,100,50.0,23.0,6,6,8,10,10,40,0,1,,40
S0905,1944,61.3,6.8,90,25.0,15.8,6,8,10,8,6,38,0,1,,38
S0906,3505,198.5,30.8,69,20.0,7.7,10,10,2,0,4,26,6,0,openSpace|livability,20
S0907,2392,63.1,17.8,96,75.0,29.6,8,8,6,10,10,42,0,1,,42
S0908,2260,97.8,30.4,72,15.0,10.7,8,8,2,2,4,24,0,1,,24
S0909,1910,100.3,26.6,73,10.0,10.2,6,10,4,2,2,24,0,1,,24
S0910,2790,101.5,29.6,80,65.0,8.7,8,10,4,6,10,38,3,0,openSpace,35
S0911,2493,141.4,25.7,78,35.0,11.2,8,10,4,4,8,34,0,1,,34
S0912,2080,98.4,21.1,86,30.0,15.3,6,8,6,6,6,32,0,1,,32
S0913,2544,106.6,19.3,86,15.0,23.5,8,10,6,6,4,34,0,1,,34
S0914,3386,179.0,26.0,79,20.0,14.8,10,10,4,4,4,32,0,1,,32
S0915,1358,42.6,25.9,86,95.0,12.2,4,6,4,6,10,30,0,1,,30
S0916,2362,102.4,21.3,93,45.0,19.9,8,10,6,8,10,42,0,1,,42
S0917,2558,81.3,31.8,89,95.0,18.4,8,8,2,8,10,36,0,1,,36
S0918,2634,127.1,18.7,82,0.0,26.0,8,10,6,6,0,30,3,0,affordable,27
S0919,2345,64.0,10.3,76,25.0,6.6,8,8,8,4,6,34,3,0,openSpace,31
S0920,1476,82.5,15.9,86,30.0,19.9,4,8,6,6,6,30,0,1,,30
S0921,2182,64.3,25.0,90,30.0,41.3,6,8,4,8,6,32,0,1,,32
S0922,1918,46.0,18.0,73,85.0,3.6,6,6,6,2,10,30,3,0,openSpace,27
S0923,1978,43.3,12.0,100,70.0,31.6,6,6,8,10,10,40,0,1,,40
S0924,2702,100.6,32.3,93,65.0,22.4,8,10,2,8,10,38,0,1,,38
S0925,1820,44.6,16.3,96,80.0,25.5,6,6,6,10,10,38,0,1,,38
S0926,2406,89.1,30.6,90,90.0,16.3,8,8,2,8,10,36,0,1,,36
S0927,2668,106.3,20.8,96,40.0,24.0,8,10,6,10,8,42,0,1,,42
S0928,1656,84.7,21.1,89,90.0,12.2,4,8,6,8,10,36,0,1,,36
S0929,1602,32.1,16.4,97,95.0,21.4,4,6,6,10,10,36,0,1,,36
S0930,2216,88.4,20.4,93,60.0,17.3,8,8,6,8,10,40,0,1,,40
S0931,2350,78.7,18.5,96,100.0,26.0,8,8,6,10,10,42,0,1,,42
S0932,2474,116.5,24.0,89,30.0,15.8,8,10,4,8,6,36,0,1,,36
S0933,1028,53.0,11.8,100,70.0,26.5,2,6,8,10,10,36,3,0,jobs,33
S0934,2694,110.8,25.7,87,75.0,13.3,8,10,4,6,10,38,0,1,,38
S0935,2198,116.0,23.5,85,35.0,13.8,6,10,4,6,8,34,0,1,,34
S0936,1042,54.3,9.0,90,15.0,29.6,2,6,8,8,4,28,3,0,jobs,25
S0937,1332,50.9,7.9,100,85.0,37.2,4,6,10,10,10,40,0,1,,40
S0938,1670,31.3,16.8,97,100.0,29.1,4,6,6,10,10,36,0,1,,36
S0939,2780,88.0,29.5,94,45.0,27.6,8,8,4,8,10,38,0,1,,38
S0940,2354,105.2,15.6,82,5.0,26.5,8,10,6,6,0,30,3,0,affordable,27
S0941,2978,121.5,28.9,80,50.0,8.7,10,10,4,6,10,40,3,0,openSpace,37
S0942,1926,66.6,15.6,82,5.0,30.1,6,8,6,6,0,26,3,0,affordable,23
S0943,2780,104.9,27.4,93,85.0,29.1,8,10,4,8,10,40,0,1,,40
S0944,2778,90.3,33.6,83,10.0,33.7,8,8,2,6,2,26,0,1,,26
S0945,2398,110.7,19.2,96,70.0,21.4,8,10,6,10,10,44,0,1,,44
S0946,2360,127.0,23.7,82,20.0,13.3,8,10,4,6,4,32,0,1,,32
S0947,2228,102.4,17.4,82,0.0,21.4,8,10,6,6,0,30,3,0,affordable,27
S0948,1996,70.6,15.8,96,95.0,25.0,6,8,6,10,10,40,0,1,,40
S0949,2315,137.3,22.6,80,95.0,6.1,8,10,4,6,10,38,3,0,openSpace,35
S0950,2000,140.5,21.6,82,25.0,12.8,6,10,6,6,6,34,0,1,,34
S0951,1364,-17.7,0.0,97,35.0,38.8,4,0,10,10,8,32,3,0,profit,29
S0952,2156,98.3,22.4,93,100.0,17.9,6,8,4,8,10,36,0,1,,36
S0953,2422,117.8,14.8,100,90.0,27.0,8,10,8,10,10,46,0,1,,46
S0954,2160,54.6,14.4,100,95.0,30.6,6,6,8,10,10,40,0,1,,40
S0955,2038,117.1,28.1,90,90.0,18.4,6,10,4,8,10,38,0,1,,38
S0956,1960,81.6,16.9,89,20.0,27.0,6,8,6,8,4,32,0,1,,32
S0957,2380,125.5,19.3,96,45.0,21.9,8,10,6,10,10,44,0,1,,44
S0958,1994,53.7,7.7,93,20.0,43.9,6,6,10,8,4,34,0,1,,34
S0959,1278,72.2,26.7,86,30.0,23.5,2,8,4,6,6,26,3,0,jobs,23
S0960,2274,82.7,31.5,86,60.0,14.3,8,8,2,6,10,34,0,1,,34
S0961,2318,82.5,19.3,90,25.0,24.0,8,8,6,8,6,36,0,1,,36
S0962,1788,58.1,10.6,100,40.0,30.1,6,6,8,10,8,38,0,1,,38
S0963,3180,139.5,26.0,86,30.0,15.3,10,10,4,6,6,36,0,1,,36
S0964,2554,64.8,27.3,86,90.0,13.3,8,8,4,6,10,36,0,1,,36
S0965,2386,-5.0,0.0,91,10.0,27.6,8,0,10,8,2,28,3,0,profit,25
S0966,1744,36.9,11.5,100,95.0,31.1,6,6,8,10,10,40,0,1,,40
S0967,3796,164.3,34.3,70,100.0,4.6,10,10,2,2,10,34,3,0,openSpace,31
S0968,2768,135.2,27.7,75,20.0,11.2,8,10,4,4,4,30,0,1,,30
S0969,2088,111.5,21.2,89,45.0,14.8,6,10,6,8,10,40,0,1,,40
S0970,2674,124.7,26.3,82,40.0,10.7,8,10,4,6,8,36,0,1,,36
S0971,1772,54.3,18.4,96,80.0,21.4,6,6,6,10,10,38,0,1,,38
S0972,2196,106.4,26.1,80,50.0,8.7,6,10,4,6,10,36,3,0,openSpace,33
S0973,2138,125.7,16.5,78,5.0,18.9,6,10,6,4,0,26,3,0,affordable,23
S0974,1872,82.0,27.4,94,55.0,27.6,6,8,4,8,10,36,0,1,,36
S0975,1118,40.1,10.9,100,65.0,29.1,2,6,8,10,10,36,3,0,jobs,33
S0976,2643,95.0,28.2,94,90.0,27.6,8,8,4,8,10,38,0,1,,38
S0977,2056,33.0,0.0,90,10.0,27.6,6,6,10,8,2,32,0,1,,32
S0978,2774,87.2,20.1,96,90.0,26.0,8,8,6,10,10,42,0,1,,42
S0979,1288,63.6,10.3,93,25.0,31.6,2,8,8,8,6,32,3,0,jobs,29
S0980,1650,48.8,16.0,96,70.0,25.5,4,6,6,10,10,36,0,1,,36
S0981,1510,95.2,27.2,74,5.0,15.3,4,8,4,2,0,18,3,0,affordable,15
S0982,1386,5.1,0.5,100,50.0,27.6,4,2,10,10,10,36,0,1,,36
S0983,1830,80.8,9.9,93,75.0,14.3,6,8,8,8,10,40,0,1,,40
S0984,2888,139.6,32.4,56,5.0,3.6,10,10,2,0,0,22,9,0,affordable|openSpace|livability,13
S0985,1845,92.6,23.8,83,65.0,8.2,6,8,4,6,10,34,3,0,openSpace,31
S0986,2016,70.3,10.0,93,75.0,14.8,6,8,8,8,10,40,0,1,,40
S0987,2140,82.5,11.0,100,70.0,33.2,6,8,8,10,10,42,0,1,,42
S0988,1546,15.8,8.3,77,50.0,4.6,4,4,8,4,10,30,3,0,openSpace,27
S0989,1784,81.6,17.0,97,85.0,20.9,6,8,6,10,10,40,0,1,,40
S0990,1107,47.9,8.5,100,45.0,34.2,2,6,8,10,10,36,3,0,jobs,33
S0991,2114,80.4,14.1,86,5.0,28.6,6,8,8,6,0,28,3,0,affordable,25
S0992,1279,55.8,16.0,85,20.0,17.3,2,6,6,6,4,24,3,0,jobs,21
S0993,3104,145.4,23.5,78,5.0,15.8,10,10,4,4,0,28,3,0,affordable,25
S0994,1294,102.8,20.7,70,5.0,10.7,2,10,6,2,0,20,6,0,jobs|affordable,14
S0995,1192,55.7,13.0,100,40.0,20.9,2,6,8,10,8,34,3,0,jobs,31
S0996,2674,117.9,30.5,71,90.0,4.1,8,10,2,2,10,32,3,0,openSpace,29
S0997,2897,114.9,21.5,93,80.0,19.9,10,10,6,8,10,44,0,1,,44
S0998,1970,105.3,27.3,76,60.0,6.1,6,10,4,4,10,34,3,0,openSpace,31
S0999,1491,87.2,16.7,88,35.0,19.9,4,8,6,8,8,34,0,1,,34
S1000,1491,57.2,8.8,93,20.0,35.2,4,6,8,8,4,30,0,1,,30